"ID";"Sex";"Age";"Periods";"MentalDisorder_13";"PhysicalDisorder_14";"DomesticCircumstances_15";"OtherMotive_16"
"1463";"4000   ";"60300";"1973JJ00";"      39";"       0";"       2";"       2"
"1464";"4000   ";"60300";"1974JJ00";"      36";"       0";"       2";"       1"
"1465";"4000   ";"60300";"1975JJ00";"      25";"       2";"       0";"       2"
"1466";"4000   ";"60300";"1976JJ00";"      30";"       1";"       1";"       1"
"1467";"4000   ";"60300";"1977JJ00";"      31";"       3";"       2";"       2"
"1468";"4000   ";"60300";"1978JJ00";"      40";"       1";"       3";"       3"
"1469";"4000   ";"60300";"1979JJ00";"      34";"       2";"       5";"       3"
"1470";"4000   ";"60300";"1980JJ00";"      43";"       1";"       2";"       3"
"1471";"4000   ";"60300";"1981JJ00";"      43";"       3";"       3";"       0"
"1472";"4000   ";"60300";"1982JJ00";"      51";"       1";"       1";"       0"
"1473";"4000   ";"60300";"1983JJ00";"      45";"       1";"       8";"       3"
"1474";"4000   ";"60300";"1984JJ00";"      45";"       0";"      12";"       2"
"1475";"4000   ";"60300";"1985JJ00";"      29";"       2";"      10";"       2"
"1476";"4000   ";"60300";"1986JJ00";"      34";"       4";"      13";"       1"
"1477";"4000   ";"60300";"1987JJ00";"      32";"       1";"      12";"       6"
"1478";"4000   ";"60300";"1988JJ00";"      27";"       2";"       7";"       2"
"1479";"4000   ";"60300";"1989JJ00";"      41";"       1";"       8";"       6"
"1480";"4000   ";"60300";"1990JJ00";"      46";"       2";"      10";"       4"
"1481";"4000   ";"60300";"1991JJ00";"      48";"       2";"       8";"       3"
"1482";"4000   ";"60300";"1992JJ00";"      44";"       1";"       4";"       2"
"1483";"4000   ";"60300";"1993JJ00";"      49";"       1";"       5";"       4"
"1484";"4000   ";"60300";"1994JJ00";"      42";"       0";"      11";"       2"
"1485";"4000   ";"60300";"1995JJ00";"      31";"       2";"       7";"       7"
"1486";"4000   ";"60300";"1996JJ00";"      42";"       3";"       5";"       2"
"1487";"4000   ";"60300";"1997JJ00";"      38";"       2";"      11";"       5"
"1488";"4000   ";"60300";"1998JJ00";"      24";"       1";"       2";"       5"
"1489";"4000   ";"60300";"1999JJ00";"      26";"       2";"       6";"       5"
"1490";"4000   ";"60300";"2000JJ00";"      17";"       0";"       5";"       5"
"1491";"4000   ";"60300";"2001JJ00";"      21";"       2";"       6";"       2"
"1492";"4000   ";"60300";"2002JJ00";"      29";"       2";"       3";"       0"
"1493";"4000   ";"60300";"2003JJ00";"      24";"       0";"       4";"       1"
"1494";"4000   ";"60300";"2004JJ00";"      17";"       1";"       3";"       4"
"1495";"4000   ";"60300";"2005JJ00";"      19";"       1";"       3";"       3"
"1496";"4000   ";"60300";"2006JJ00";"      23";"       1";"       6";"       2"
"1497";"4000   ";"60300";"2007JJ00";"      20";"       1";"       3";"       2"
"1498";"4000   ";"60300";"2008JJ00";"      33";"       0";"       4";"       1"
"1499";"4000   ";"60300";"2009JJ00";"      28";"       0";"       4";"       1"
"1500";"4000   ";"60300";"2010JJ00";"      20";"       1";"       2";"       1"
"1501";"4000   ";"60300";"2011JJ00";"      35";"       1";"       6";"       2"
"1502";"4000   ";"60300";"2012JJ00";"      24";"       1";"       4";"       3"
"1503";"4000   ";"60300";"2013JJ00";"      34";"       0";"       4";"       2"
"1504";"4000   ";"60300";"2014JJ00";"      31";"       0";"       8";"       2"
"1505";"4000   ";"60300";"2015JJ00";"      33";"       1";"       5";"       1"
"1506";"4000   ";"60300";"2016JJ00";"      39";"       1";"       1";"       3"
"1507";"4000   ";"60300";"2017JJ00";"      32";"       1";"       3";"       3"
"1508";"4000   ";"60300";"2018JJ00";"      56";"       0";"       6";"       0"
"1509";"4000   ";"60300";"2019JJ00";"      50";"       3";"       6";"       4"
"1510";"4000   ";"60300";"2020JJ00";"      58";"       1";"       1";"       4"
"1511";"4000   ";"60300";"2021JJ00";"      50";"       0";"       1";"       5"
"1512";"4000   ";"60400";"1950JJ00";"       8";"       1";"       2";"       0"
"1513";"4000   ";"60400";"1951JJ00";"       0";"       0";"       0";"       0"
"1514";"4000   ";"60400";"1952JJ00";"       0";"       0";"       0";"       0"
"1515";"4000   ";"60400";"1953JJ00";"       0";"       0";"       0";"       0"
"1516";"4000   ";"60400";"1954JJ00";"       0";"       0";"       0";"       0"
"1517";"4000   ";"60400";"1955JJ00";"      12";"       1";"       0";"       1"
"1518";"4000   ";"60400";"1956JJ00";"       0";"       0";"       0";"       0"
"1519";"4000   ";"60400";"1957JJ00";"      18";"       2";"       1";"       1"
"1520";"4000   ";"60400";"1958JJ00";"       0";"       0";"       0";"       0"
"1521";"4000   ";"60400";"1959JJ00";"       0";"       0";"       0";"       0"
"1522";"4000   ";"60400";"1960JJ00";"       0";"       0";"       0";"       0"
"1523";"4000   ";"60400";"1961JJ00";"       0";"       0";"       0";"       0"
"1524";"4000   ";"60400";"1962JJ00";"      19";"       2";"       1";"       1"
"1525";"4000   ";"60400";"1963JJ00";"       0";"       0";"       0";"       0"
"1526";"4000   ";"60400";"1964JJ00";"       0";"       0";"       0";"       0"
"1527";"4000   ";"60400";"1965JJ00";"      20";"       1";"       3";"       1"
"1528";"4000   ";"60400";"1966JJ00";"       0";"       0";"       0";"       0"
"1529";"4000   ";"60400";"1967JJ00";"      18";"       0";"       2";"       0"
"1530";"4000   ";"60400";"1968JJ00";"       0";"       0";"       0";"       0"
"1531";"4000   ";"60400";"1969JJ00";"      30";"       3";"       2";"       0"
"1532";"4000   ";"60400";"1970JJ00";"      28";"       1";"       1";"       1"
"1533";"4000   ";"60400";"1971JJ00";"      34";"       2";"       2";"       0"
"1534";"4000   ";"60400";"1972JJ00";"      40";"       4";"       1";"       1"
"1535";"4000   ";"60400";"1973JJ00";"      47";"       0";"       1";"       0"
"1536";"4000   ";"60400";"1974JJ00";"      47";"       2";"       3";"       3"
"1537";"4000   ";"60400";"1975JJ00";"      54";"       2";"       1";"       0"
"1538";"4000   ";"60400";"1976JJ00";"      42";"       0";"       3";"       4"
"1539";"4000   ";"60400";"1977JJ00";"      49";"       5";"       2";"       1"
"1540";"4000   ";"60400";"1978JJ00";"      59";"       3";"       4";"       2"
"1541";"4000   ";"60400";"1979JJ00";"      46";"       2";"       3";"       0"
"1542";"4000   ";"60400";"1980JJ00";"      48";"       6";"       3";"       2"
"1543";"4000   ";"60400";"1981JJ00";"      49";"       4";"       4";"       1"
"1544";"4000   ";"60400";"1982JJ00";"      56";"       2";"       6";"       2"
"1545";"4000   ";"60400";"1983JJ00";"      63";"       0";"       8";"       5"
"1546";"4000   ";"60400";"1984JJ00";"      68";"       0";"      16";"       3"
"1547";"4000   ";"60400";"1985JJ00";"      53";"       4";"      12";"       5"
"1548";"4000   ";"60400";"1986JJ00";"      48";"       1";"      15";"       6"
"1549";"4000   ";"60400";"1987JJ00";"      45";"       1";"      13";"       1"
"1550";"4000   ";"60400";"1988JJ00";"      48";"       2";"       6";"       4"
"1551";"4000   ";"60400";"1989JJ00";"      56";"       0";"      11";"       2"
"1552";"4000   ";"60400";"1990JJ00";"      59";"       2";"      13";"       3"
"1553";"4000   ";"60400";"1991JJ00";"      71";"       4";"      23";"       4"
"1554";"4000   ";"60400";"1992JJ00";"      62";"       2";"       7";"       2"
"1555";"4000   ";"60400";"1993JJ00";"      65";"       0";"      13";"       2"
"1556";"4000   ";"60400";"1994JJ00";"      50";"       1";"      15";"      10"
"1557";"4000   ";"60400";"1995JJ00";"      50";"       6";"      14";"       8"
"1558";"4000   ";"60400";"1996JJ00";"      47";"       3";"       9";"       7"
"1559";"4000   ";"60400";"1997JJ00";"      50";"       3";"       9";"       6"
"1560";"4000   ";"60400";"1998JJ00";"      55";"       1";"       8";"       5"
"1561";"4000   ";"60400";"1999JJ00";"      46";"       8";"       7";"       8"
"1562";"4000   ";"60400";"2000JJ00";"      53";"       2";"      10";"       3"
"1563";"4000   ";"60400";"2001JJ00";"      49";"       3";"       7";"       3"
"1564";"4000   ";"60400";"2002JJ00";"      58";"       3";"       4";"       3"
"1565";"4000   ";"60400";"2003JJ00";"      37";"       0";"       3";"       2"
"1566";"4000   ";"60400";"2004JJ00";"      39";"       4";"       2";"       2"
"1567";"4000   ";"60400";"2005JJ00";"      50";"       5";"       7";"       5"
"1568";"4000   ";"60400";"2006JJ00";"      32";"       1";"      10";"       3"
"1569";"4000   ";"60400";"2007JJ00";"      36";"       1";"       7";"       8"
"1570";"4000   ";"60400";"2008JJ00";"      40";"       1";"       5";"       2"
"1571";"4000   ";"60400";"2009JJ00";"      39";"       0";"       3";"       3"
"1572";"4000   ";"60400";"2010JJ00";"      40";"       2";"       5";"       3"
"1573";"4000   ";"60400";"2011JJ00";"      40";"       0";"       4";"       4"
"1574";"4000   ";"60400";"2012JJ00";"      40";"       1";"       5";"       2"
"1575";"4000   ";"60400";"2013JJ00";"      35";"       0";"       0";"       4"
"1576";"4000   ";"60400";"2014JJ00";"      40";"       1";"       3";"       3"
"1577";"4000   ";"60400";"2015JJ00";"      43";"       3";"       3";"       6"
"1578";"4000   ";"60400";"2016JJ00";"      49";"       4";"       6";"       3"
"1579";"4000   ";"60400";"2017JJ00";"      45";"       2";"       5";"       1"
"1580";"4000   ";"60400";"2018JJ00";"      54";"       4";"       3";"       1"
"1581";"4000   ";"60400";"2019JJ00";"      46";"       2";"       3";"       4"
"1582";"4000   ";"60400";"2020JJ00";"      41";"       4";"       7";"       4"
"1583";"4000   ";"60400";"2021JJ00";"      47";"       3";"       4";"       2"
"1584";"4000   ";"60500";"1950JJ00";"      12";"       2";"       1";"       5"
"1585";"4000   ";"60500";"1951JJ00";"       0";"       0";"       0";"       0"
"1586";"4000   ";"60500";"1952JJ00";"       0";"       0";"       0";"       0"
"1587";"4000   ";"60500";"1953JJ00";"       0";"       0";"       0";"       0"
"1588";"4000   ";"60500";"1954JJ00";"       0";"       0";"       0";"       0"
"1589";"4000   ";"60500";"1955JJ00";"      21";"       3";"       1";"       2"
"1590";"4000   ";"60500";"1956JJ00";"       0";"       0";"       0";"       0"
"1591";"4000   ";"60500";"1957JJ00";"      32";"       3";"       2";"       2"
"1592";"4000   ";"60500";"1958JJ00";"       0";"       0";"       0";"       0"
"1593";"4000   ";"60500";"1959JJ00";"       0";"       0";"       0";"       0"
"1594";"4000   ";"60500";"1960JJ00";"       0";"       0";"       0";"       0"
"1595";"4000   ";"60500";"1961JJ00";"       0";"       0";"       0";"       0"
"1596";"4000   ";"60500";"1962JJ00";"      25";"       2";"       3";"       5"
"1597";"4000   ";"60500";"1963JJ00";"       0";"       0";"       0";"       0"
"1598";"4000   ";"60500";"1964JJ00";"       0";"       0";"       0";"       0"
"1599";"4000   ";"60500";"1965JJ00";"      28";"       3";"       1";"       4"
"1600";"4000   ";"60500";"1966JJ00";"       0";"       0";"       0";"       0"
"1601";"4000   ";"60500";"1967JJ00";"      18";"       4";"       2";"       3"
"1602";"4000   ";"60500";"1968JJ00";"       0";"       0";"       0";"       0"
"1603";"4000   ";"60500";"1969JJ00";"      48";"       1";"       0";"       7"
"1604";"4000   ";"60500";"1970JJ00";"      40";"       2";"       1";"       5"
"1605";"4000   ";"60500";"1971JJ00";"      36";"       4";"       1";"       4"
"1606";"4000   ";"60500";"1972JJ00";"      50";"       6";"       1";"       3"
"1607";"4000   ";"60500";"1973JJ00";"      55";"       0";"       4";"       3"
"1608";"4000   ";"60500";"1974JJ00";"      45";"       4";"       3";"       2"
"1609";"4000   ";"60500";"1975JJ00";"      56";"       4";"       7";"       3"
"1610";"4000   ";"60500";"1976JJ00";"      43";"       4";"       1";"       5"
"1611";"4000   ";"60500";"1977JJ00";"      43";"       2";"       1";"       2"
"1612";"4000   ";"60500";"1978JJ00";"      46";"       5";"       0";"       4"
"1613";"4000   ";"60500";"1979JJ00";"      68";"       7";"       5";"       4"
"1614";"4000   ";"60500";"1980JJ00";"      47";"       4";"       2";"       3"
"1615";"4000   ";"60500";"1981JJ00";"      42";"      10";"       3";"       4"
"1616";"4000   ";"60500";"1982JJ00";"      56";"       6";"       5";"       3"
"1617";"4000   ";"60500";"1983JJ00";"      66";"       0";"      15";"       2"
"1618";"4000   ";"60500";"1984JJ00";"      55";"       4";"      10";"       5"
"1619";"4000   ";"60500";"1985JJ00";"      33";"       1";"      10";"       6"
"1620";"4000   ";"60500";"1986JJ00";"      54";"       1";"      12";"       2"
"1621";"4000   ";"60500";"1987JJ00";"      43";"       2";"       6";"       3"
"1622";"4000   ";"60500";"1988JJ00";"      45";"       1";"      10";"       5"
"1623";"4000   ";"60500";"1989JJ00";"      53";"       3";"      17";"       6"
"1624";"4000   ";"60500";"1990JJ00";"      60";"       0";"       9";"       8"
"1625";"4000   ";"60500";"1991JJ00";"      57";"       4";"      14";"       4"
"1626";"4000   ";"60500";"1992JJ00";"      68";"       3";"       8";"       3"
"1627";"4000   ";"60500";"1993JJ00";"      68";"       1";"      10";"       8"
"1628";"4000   ";"60500";"1994JJ00";"      61";"       3";"      12";"       6"
"1629";"4000   ";"60500";"1995JJ00";"      46";"      11";"      14";"       2"
"1630";"4000   ";"60500";"1996JJ00";"      59";"       8";"       4";"      12"
"1631";"4000   ";"60500";"1997JJ00";"      65";"       3";"       8";"       5"
"1632";"4000   ";"60500";"1998JJ00";"      59";"       7";"      14";"       9"
"1633";"4000   ";"60500";"1999JJ00";"      69";"       4";"       3";"       7"
"1634";"4000   ";"60500";"2000JJ00";"      75";"       5";"       4";"       8"
"1635";"4000   ";"60500";"2001JJ00";"      62";"       4";"       9";"       7"
"1636";"4000   ";"60500";"2002JJ00";"      65";"       5";"       8";"       9"
"1637";"4000   ";"60500";"2003JJ00";"      57";"       3";"       6";"       9"
"1638";"4000   ";"60500";"2004JJ00";"      93";"       8";"      10";"       9"
"1639";"4000   ";"60500";"2005JJ00";"      58";"       7";"      12";"      11"
"1640";"4000   ";"60500";"2006JJ00";"      72";"       7";"      10";"       6"
"1641";"4000   ";"60500";"2007JJ00";"      55";"       5";"       9";"       9"
"1642";"4000   ";"60500";"2008JJ00";"      57";"       8";"      10";"       5"
"1643";"4000   ";"60500";"2009JJ00";"      73";"       2";"       8";"       6"
"1644";"4000   ";"60500";"2010JJ00";"      78";"       4";"       4";"       5"
"1645";"4000   ";"60500";"2011JJ00";"      74";"       4";"      13";"       6"
"1646";"4000   ";"60500";"2012JJ00";"      81";"       6";"       6";"      11"
"1647";"4000   ";"60500";"2013JJ00";"      58";"       4";"       8";"       5"
"1648";"4000   ";"60500";"2014JJ00";"      72";"       7";"       9";"       4"
"1649";"4000   ";"60500";"2015JJ00";"      63";"       8";"       1";"       3"
"1650";"4000   ";"60500";"2016JJ00";"      75";"       4";"       5";"       2"
"1651";"4000   ";"60500";"2017JJ00";"      81";"       2";"      10";"       5"
"1652";"4000   ";"60500";"2018JJ00";"      75";"       2";"       4";"       4"
"1653";"4000   ";"60500";"2019JJ00";"      54";"       4";"       1";"       7"
"1654";"4000   ";"60500";"2020JJ00";"      52";"       0";"       6";"       4"
"1655";"4000   ";"60500";"2021JJ00";"      49";"       8";"       4";"       6"
"1656";"4000   ";"60600";"1950JJ00";"      19";"       5";"       0";"       8"
"1657";"4000   ";"60600";"1951JJ00";"       0";"       0";"       0";"       0"
"1658";"4000   ";"60600";"1952JJ00";"       0";"       0";"       0";"       0"
"1659";"4000   ";"60600";"1953JJ00";"       0";"       0";"       0";"       0"
"1660";"4000   ";"60600";"1954JJ00";"       0";"       0";"       0";"       0"
"1661";"4000   ";"60600";"1955JJ00";"      22";"       4";"       0";"      14"
"1662";"4000   ";"60600";"1956JJ00";"       0";"       0";"       0";"       0"
"1663";"4000   ";"60600";"1957JJ00";"      43";"       6";"       0";"       8"
"1664";"4000   ";"60600";"1958JJ00";"       0";"       0";"       0";"       0"
"1665";"4000   ";"60600";"1959JJ00";"       0";"       0";"       0";"       0"
"1666";"4000   ";"60600";"1960JJ00";"       0";"       0";"       0";"       0"
"1667";"4000   ";"60600";"1961JJ00";"       0";"       0";"       0";"       0"
"1668";"4000   ";"60600";"1962JJ00";"      37";"      11";"       6";"       5"
"1669";"4000   ";"60600";"1963JJ00";"       0";"       0";"       0";"       0"
"1670";"4000   ";"60600";"1964JJ00";"       0";"       0";"       0";"       0"
"1671";"4000   ";"60600";"1965JJ00";"      39";"       9";"       2";"       4"
"1672";"4000   ";"60600";"1966JJ00";"       0";"       0";"       0";"       0"
"1673";"4000   ";"60600";"1967JJ00";"      33";"       7";"       1";"       6"
"1674";"4000   ";"60600";"1968JJ00";"       0";"       0";"       0";"       0"
"1675";"4000   ";"60600";"1969JJ00";"      42";"      10";"       1";"       6"
"1676";"4000   ";"60600";"1970JJ00";"      38";"      13";"       1";"       6"
"1677";"4000   ";"60600";"1971JJ00";"      56";"       9";"       0";"       9"
"1678";"4000   ";"60600";"1972JJ00";"      54";"       6";"       1";"       7"
"1679";"4000   ";"60600";"1973JJ00";"      69";"       5";"       0";"       5"
"1680";"4000   ";"60600";"1974JJ00";"      60";"       7";"       2";"       4"
"1681";"4000   ";"60600";"1975JJ00";"      56";"       5";"       3";"      12"
"1682";"4000   ";"60600";"1976JJ00";"      53";"       3";"       5";"       7"
"1683";"4000   ";"60600";"1977JJ00";"      49";"       2";"       1";"       8"
"1684";"4000   ";"60600";"1978JJ00";"      59";"       5";"       3";"       8"
"1685";"4000   ";"60600";"1979JJ00";"      73";"      11";"       5";"       6"
"1686";"4000   ";"60600";"1980JJ00";"      55";"       9";"       2";"       5"
"1687";"4000   ";"60600";"1981JJ00";"      61";"       4";"       2";"       5"
"1688";"4000   ";"60600";"1982JJ00";"      61";"       6";"       6";"       5"
"1689";"4000   ";"60600";"1983JJ00";"      79";"       7";"      10";"       8"
"1690";"4000   ";"60600";"1984JJ00";"      77";"       4";"       4";"       5"
"1691";"4000   ";"60600";"1985JJ00";"      38";"       3";"      12";"       6"
"1692";"4000   ";"60600";"1986JJ00";"      45";"       1";"       9";"       2"
"1693";"4000   ";"60600";"1987JJ00";"      45";"       1";"       6";"       6"
"1694";"4000   ";"60600";"1988JJ00";"      42";"       3";"       7";"       3"
"1695";"4000   ";"60600";"1989JJ00";"      59";"       6";"       8";"       7"
"1696";"4000   ";"60600";"1990JJ00";"      46";"       8";"       5";"       7"
"1697";"4000   ";"60600";"1991JJ00";"      53";"       6";"       3";"       4"
"1698";"4000   ";"60600";"1992JJ00";"      55";"       3";"       5";"       5"
"1699";"4000   ";"60600";"1993JJ00";"      42";"       2";"       5";"       2"
"1700";"4000   ";"60600";"1994JJ00";"      46";"       4";"       6";"       1"
"1701";"4000   ";"60600";"1995JJ00";"      41";"       9";"       6";"       7"
"1702";"4000   ";"60600";"1996JJ00";"      52";"       6";"       9";"       5"
"1703";"4000   ";"60600";"1997JJ00";"      40";"       9";"       4";"       9"
"1704";"4000   ";"60600";"1998JJ00";"      57";"       8";"       6";"      10"
"1705";"4000   ";"60600";"1999JJ00";"      50";"       5";"       5";"      10"
"1706";"4000   ";"60600";"2000JJ00";"      51";"       5";"       4";"       4"
"1707";"4000   ";"60600";"2001JJ00";"      53";"       5";"       3";"       3"
"1708";"4000   ";"60600";"2002JJ00";"      45";"       7";"       5";"       7"
"1709";"4000   ";"60600";"2003JJ00";"      61";"      10";"       2";"       7"
"1710";"4000   ";"60600";"2004JJ00";"      63";"      12";"       6";"      10"
"1711";"4000   ";"60600";"2005JJ00";"      63";"      12";"       7";"       4"
"1712";"4000   ";"60600";"2006JJ00";"      87";"       7";"       7";"       4"
"1713";"4000   ";"60600";"2007JJ00";"      51";"       2";"       4";"      12"
"1714";"4000   ";"60600";"2008JJ00";"      69";"      12";"       8";"       6"
"1715";"4000   ";"60600";"2009JJ00";"      66";"      13";"       6";"       7"
"1716";"4000   ";"60600";"2010JJ00";"      63";"       8";"       4";"       5"
"1717";"4000   ";"60600";"2011JJ00";"      65";"       9";"       4";"       5"
"1718";"4000   ";"60600";"2012JJ00";"      64";"       8";"       6";"       5"
"1719";"4000   ";"60600";"2013JJ00";"      79";"      11";"       6";"       7"
"1720";"4000   ";"60600";"2014JJ00";"      85";"      16";"       8";"       8"
"1721";"4000   ";"60600";"2015JJ00";"      90";"      15";"       5";"       8"
"1722";"4000   ";"60600";"2016JJ00";"      89";"       9";"       7";"       5"
"1723";"4000   ";"60600";"2017JJ00";"      90";"      16";"       6";"      10"
"1724";"4000   ";"60600";"2018JJ00";"     115";"      14";"       5";"       8"
"1725";"4000   ";"60600";"2019JJ00";"      87";"      10";"       8";"      11"
"1726";"4000   ";"60600";"2020JJ00";"      79";"       8";"       4";"       4"
"1727";"4000   ";"60600";"2021JJ00";"      81";"       7";"       8";"       6"
"1728";"4000   ";"60700";"1950JJ00";"      14";"       4";"       0";"       4"
"1729";"4000   ";"60700";"1951JJ00";"       0";"       0";"       0";"       0"
"1730";"4000   ";"60700";"1952JJ00";"       0";"       0";"       0";"       0"
"1731";"4000   ";"60700";"1953JJ00";"       0";"       0";"       0";"       0"
"1732";"4000   ";"60700";"1954JJ00";"       0";"       0";"       0";"       0"
"1733";"4000   ";"60700";"1955JJ00";"      28";"       8";"       0";"       5"
"1734";"4000   ";"60700";"1956JJ00";"       0";"       0";"       0";"       0"
"1735";"4000   ";"60700";"1957JJ00";"      53";"      10";"       0";"      18"
"1736";"4000   ";"60700";"1958JJ00";"       0";"       0";"       0";"       0"
"1737";"4000   ";"60700";"1959JJ00";"       0";"       0";"       0";"       0"
"1738";"4000   ";"60700";"1960JJ00";"       0";"       0";"       0";"       0"
"1739";"4000   ";"60700";"1961JJ00";"       0";"       0";"       0";"       0"
"1740";"4000   ";"60700";"1962JJ00";"      25";"      12";"       0";"       8"
"1741";"4000   ";"60700";"1963JJ00";"       0";"       0";"       0";"       0"
"1742";"4000   ";"60700";"1964JJ00";"       0";"       0";"       0";"       0"
"1743";"4000   ";"60700";"1965JJ00";"      31";"       4";"       0";"       7"
"1744";"4000   ";"60700";"1966JJ00";"       0";"       0";"       0";"       0"
"1745";"4000   ";"60700";"1967JJ00";"      41";"       7";"       0";"       5"
"1746";"4000   ";"60700";"1968JJ00";"       0";"       0";"       0";"       0"
"1747";"4000   ";"60700";"1969JJ00";"      31";"       9";"       0";"       8"
"1748";"4000   ";"60700";"1970JJ00";"      38";"       7";"       0";"       8"
"1749";"4000   ";"60700";"1971JJ00";"      57";"       8";"       1";"       8"
"1750";"4000   ";"60700";"1972JJ00";"      50";"       6";"       1";"      11"
"1751";"4000   ";"60700";"1973JJ00";"      51";"       6";"       0";"      10"
"1752";"4000   ";"60700";"1974JJ00";"      49";"       5";"       1";"       6"
"1753";"4000   ";"60700";"1975JJ00";"      43";"       6";"       0";"       9"
"1754";"4000   ";"60700";"1976JJ00";"      38";"       8";"       1";"       3"
"1755";"4000   ";"60700";"1977JJ00";"      35";"       7";"       0";"       6"
"1756";"4000   ";"60700";"1978JJ00";"      55";"      13";"       0";"       8"
"1757";"4000   ";"60700";"1979JJ00";"      45";"      19";"       0";"      15"
"1758";"4000   ";"60700";"1980JJ00";"      49";"       6";"       2";"       7"
"1759";"4000   ";"60700";"1981JJ00";"      43";"      14";"       0";"      10"
"1760";"4000   ";"60700";"1982JJ00";"      55";"       8";"       1";"      11"
"1761";"4000   ";"60700";"1983JJ00";"      58";"       3";"       5";"       7"
"1762";"4000   ";"60700";"1984JJ00";"      59";"       5";"       4";"       7"
"1763";"4000   ";"60700";"1985JJ00";"      58";"       6";"       5";"       4"
"1764";"4000   ";"60700";"1986JJ00";"      41";"       3";"       3";"       3"
"1765";"4000   ";"60700";"1987JJ00";"      38";"       8";"       2";"       7"
"1766";"4000   ";"60700";"1988JJ00";"      29";"       5";"       5";"       1"
"1767";"4000   ";"60700";"1989JJ00";"      50";"       7";"       4";"      11"
"1768";"4000   ";"60700";"1990JJ00";"      45";"      10";"       1";"       8"
"1769";"4000   ";"60700";"1991JJ00";"      46";"       2";"       3";"      10"
"1770";"4000   ";"60700";"1992JJ00";"      39";"       8";"       1";"       7"
"1771";"4000   ";"60700";"1993JJ00";"      41";"       4";"       4";"       5"
"1772";"4000   ";"60700";"1994JJ00";"      32";"       4";"       3";"       5"
"1773";"4000   ";"60700";"1995JJ00";"      31";"      11";"       3";"       9"
"1774";"4000   ";"60700";"1996JJ00";"      33";"      11";"       2";"       6"
"1775";"4000   ";"60700";"1997JJ00";"      31";"      10";"       0";"       5"
"1776";"4000   ";"60700";"1998JJ00";"      29";"       4";"       1";"       5"
"1777";"4000   ";"60700";"1999JJ00";"      33";"       5";"       2";"       8"
"1778";"4000   ";"60700";"2000JJ00";"      25";"      16";"       1";"       5"
"1779";"4000   ";"60700";"2001JJ00";"      27";"       7";"       1";"       5"
"1780";"4000   ";"60700";"2002JJ00";"      39";"       5";"       5";"       4"
"1781";"4000   ";"60700";"2003JJ00";"      35";"       7";"       4";"       6"
"1782";"4000   ";"60700";"2004JJ00";"      34";"       7";"       3";"       5"
"1783";"4000   ";"60700";"2005JJ00";"      37";"       3";"       2";"       5"
"1784";"4000   ";"60700";"2006JJ00";"      35";"       8";"       1";"       4"
"1785";"4000   ";"60700";"2007JJ00";"      40";"       7";"       2";"       4"
"1786";"4000   ";"60700";"2008JJ00";"      47";"       6";"       5";"       7"
"1787";"4000   ";"60700";"2009JJ00";"      35";"       5";"       0";"       5"
"1788";"4000   ";"60700";"2010JJ00";"      40";"       7";"       2";"       6"
"1789";"4000   ";"60700";"2011JJ00";"      40";"       5";"       0";"       4"
"1790";"4000   ";"60700";"2012JJ00";"      67";"       6";"       2";"       3"
"1791";"4000   ";"60700";"2013JJ00";"      45";"       9";"       3";"       5"
"1792";"4000   ";"60700";"2014JJ00";"      43";"       7";"       1";"      11"
"1793";"4000   ";"60700";"2015JJ00";"      67";"       7";"       2";"       5"
"1794";"4000   ";"60700";"2016JJ00";"      69";"      16";"       4";"       6"
"1795";"4000   ";"60700";"2017JJ00";"      69";"      15";"       6";"       8"
"1796";"4000   ";"60700";"2018JJ00";"      80";"      13";"       4";"       8"
"1797";"4000   ";"60700";"2019JJ00";"      65";"      16";"       2";"       5"
"1798";"4000   ";"60700";"2020JJ00";"      60";"      10";"       0";"       6"
"1799";"4000   ";"60700";"2021JJ00";"      50";"      18";"       1";"       9"
"1800";"4000   ";"60800";"1950JJ00";"       9";"       4";"       0";"       2"
"1801";"4000   ";"60800";"1951JJ00";"       0";"       0";"       0";"       0"
"1802";"4000   ";"60800";"1952JJ00";"       0";"       0";"       0";"       0"
"1803";"4000   ";"60800";"1953JJ00";"       0";"       0";"       0";"       0"
"1804";"4000   ";"60800";"1954JJ00";"       0";"       0";"       0";"       0"
"1805";"4000   ";"60800";"1955JJ00";"      14";"       3";"       0";"       1"
"1806";"4000   ";"60800";"1956JJ00";"       0";"       0";"       0";"       0"
"1807";"4000   ";"60800";"1957JJ00";"      20";"       7";"       0";"       5"
"1808";"4000   ";"60800";"1958JJ00";"       0";"       0";"       0";"       0"
"1809";"4000   ";"60800";"1959JJ00";"       0";"       0";"       0";"       0"
"1810";"4000   ";"60800";"1960JJ00";"       0";"       0";"       0";"       0"
"1811";"4000   ";"60800";"1961JJ00";"       0";"       0";"       0";"       0"
"1812";"4000   ";"60800";"1962JJ00";"      15";"       8";"       0";"       6"
"1813";"4000   ";"60800";"1963JJ00";"       0";"       0";"       0";"       0"
"1814";"4000   ";"60800";"1964JJ00";"       0";"       0";"       0";"       0"
"1815";"4000   ";"60800";"1965JJ00";"      24";"       8";"       0";"       7"
"1816";"4000   ";"60800";"1966JJ00";"       0";"       0";"       0";"       0"
"1817";"4000   ";"60800";"1967JJ00";"      19";"       5";"       0";"       4"
"1818";"4000   ";"60800";"1968JJ00";"       0";"       0";"       0";"       0"
"1819";"4000   ";"60800";"1969JJ00";"      10";"       8";"       1";"       2"
